Ensembl Gene ID	Description	MGI symbol
ENSMUSG00000081350	predicted gene 5388 [Source:MGI Symbol;Acc:MGI:3647395]	Gm5388
ENSMUSG00000037064	predicted gene 5229 [Source:MGI Symbol;Acc:MGI:3646699]	Gm5229
ENSMUSG00000085468	predicted gene 15343 [Source:MGI Symbol;Acc:MGI:3705126]	Gm15343
ENSMUSG00000084163	predicted gene 11901 [Source:MGI Symbol;Acc:MGI:3651329]	Gm11901
ENSMUSG00000082749	ribosomal protein L9, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3651724]	Rpl9-ps2
ENSMUSG00000091549	predicted gene 6548 [Source:MGI Symbol;Acc:MGI:3644071]	Gm6548
ENSMUSG00000046470	SRY-box containing gene 18 [Source:MGI Symbol;Acc:MGI:103559]	Sox18
ENSMUSG00000042589	cut-like homeobox 2 [Source:MGI Symbol;Acc:MGI:107321]	Cux2
ENSMUSG00000081188	predicted gene 14621 [Source:MGI Symbol;Acc:MGI:3705510]	Gm14621
ENSMUSG00000086380	predicted gene 11195 [Source:MGI Symbol;Acc:MGI:3649277]	Gm11195
ENSMUSG00000086909	predicted gene 4926 [Source:MGI Symbol;Acc:MGI:3646427]	Gm4926
ENSMUSG00000098114		
ENSMUSG00000082968	predicted gene 14581 [Source:MGI Symbol;Acc:MGI:3709648]	Gm14581
ENSMUSG00000042406	activating transcription factor 4 [Source:MGI Symbol;Acc:MGI:88096]	Atf4
ENSMUSG00000081439	predicted gene 7840 [Source:MGI Symbol;Acc:MGI:3644051]	Gm7840
ENSMUSG00000094350	predicted gene 10931 [Source:MGI Symbol;Acc:MGI:3779142]	Gm10931
ENSMUSG00000079051	predicted gene 14025 [Source:MGI Symbol;Acc:MGI:3649276]	Gm14025
ENSMUSG00000086704	predicted gene 14582 [Source:MGI Symbol;Acc:MGI:3705178]	Gm14582
ENSMUSG00000069582	keratin associated protein 10-4 [Source:MGI Symbol;Acc:MGI:1925013]	Krtap10-4
ENSMUSG00000083420	predicted gene 15665 [Source:MGI Symbol;Acc:MGI:3783107]	Gm15665
ENSMUSG00000054957	predicted gene 9959 [Source:MGI Symbol;Acc:MGI:3708636]	Gm9959
ENSMUSG00000071040	predicted pseudogene 9386 [Source:MGI Symbol;Acc:MGI:3643270]	Gm9386
ENSMUSG00000059280	pre-B lymphocyte gene 2 [Source:MGI Symbol;Acc:MGI:98937]	Vpreb2
ENSMUSG00000040151	heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]	Hs2st1
ENSMUSG00000097897	ribosomal protein L31. pseudogene 25 [Source:MGI Symbol;Acc:MGI:3643272]	Rpl31-ps25
ENSMUSG00000092197	predicted gene 20480 [Source:MGI Symbol;Acc:MGI:5141945]	Gm20480
ENSMUSG00000082387	predicted gene 15724 [Source:MGI Symbol;Acc:MGI:3783168]	Gm15724
ENSMUSG00000094015	ribosomal protein S12, pseudogene 20 [Source:MGI Symbol;Acc:MGI:3647506]	Rps12-ps20
ENSMUSG00000083405	predicted gene 15725 [Source:MGI Symbol;Acc:MGI:3833682]	Gm15725
ENSMUSG00000049028	olfactory receptor 873 [Source:MGI Symbol;Acc:MGI:3030707]	Olfr873
ENSMUSG00000096237		
ENSMUSG00000070617	predicted gene 13089 [Source:MGI Symbol;Acc:MGI:3649972]	Gm13089
ENSMUSG00000092388	olfactory receptor 306, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030140]	Olfr306-ps1
ENSMUSG00000091994	RIKEN cDNA E130317F20 gene [Source:MGI Symbol;Acc:MGI:3041202]	E130317F20Rik
ENSMUSG00000094256	ribosomal protein L21, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3646135]	Rpl21-ps7
ENSMUSG00000055110	RIKEN cDNA A630012P03 gene [Source:MGI Symbol;Acc:MGI:2442968]	A630012P03Rik
ENSMUSG00000092401	olfactory receptor 300, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030134]	Olfr300-ps1
ENSMUSG00000097159		
ENSMUSG00000097803	ribosomal protein L31, pseudogene 16 [Source:MGI Symbol;Acc:MGI:3648831]	Rpl31-ps16
ENSMUSG00000096831	ribosomal protein S12, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3643035]	Rps12-ps6
ENSMUSG00000002814	topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]	Top3a
ENSMUSG00000051412	vesicle-associated membrane protein 7 [Source:MGI Symbol;Acc:MGI:1096399]	Vamp7
ENSMUSG00000092293	predicted gene, 17919 [Source:MGI Symbol;Acc:MGI:5010104]	Gm17919
ENSMUSG00000095420	amplified spermatogenic transcripts X encoded 1A [Source:MGI Symbol;Acc:MGI:3705265]	Astx1a
ENSMUSG00000087568	predicted gene 15649 [Source:MGI Symbol;Acc:MGI:3783093]	Gm15649
ENSMUSG00000090860	predicted gene 17134 [Source:MGI Symbol;Acc:MGI:4937961]	Gm17134
ENSMUSG00000092372	olfactory receptor 296, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030130]	Olfr296-ps1
ENSMUSG00000026977	membrane-associated ring finger (C3HC4) 7 [Source:MGI Symbol;Acc:MGI:1931053]	March7
ENSMUSG00000098011		
ENSMUSG00000082674	predicted gene 11914 [Source:MGI Symbol;Acc:MGI:3649889]	Gm11914
ENSMUSG00000097443		
ENSMUSG00000087672	predicted gene 15122 [Source:MGI Symbol;Acc:MGI:3705268]	Gm15122
ENSMUSG00000066896	olfactory receptor 18 [Source:MGI Symbol;Acc:MGI:109317]	Olfr18
ENSMUSG00000096788	reproductive homeobox 2E [Source:MGI Symbol;Acc:MGI:3770272]	Rhox2e
ENSMUSG00000081605	predicted gene 15953 [Source:MGI Symbol;Acc:MGI:3802150]	Gm15953
ENSMUSG00000093460	Six3 opposite strand transcript 1 [Source:MGI Symbol;Acc:MGI:1925118]	Six3os1
ENSMUSG00000097329		
ENSMUSG00000091238	predicted gene 17103 [Source:MGI Symbol;Acc:MGI:4937930]	Gm17103
ENSMUSG00000051518	ribosomal protein S19 binding protein 1 [Source:MGI Symbol;Acc:MGI:1913788]	Rps19bp1
ENSMUSG00000027394	tubulin tyrosine ligase [Source:MGI Symbol;Acc:MGI:1916987]	Ttl
ENSMUSG00000094036	predicted gene 6465 [Source:MGI Symbol;Acc:MGI:3642949]	Gm6465
ENSMUSG00000094238	ribosomal protein S12, pseudogene 11 [Source:MGI Symbol;Acc:MGI:3646126]	Rps12-ps11
ENSMUSG00000097323		
ENSMUSG00000081651	predicted gene 15530 [Source:MGI Symbol;Acc:MGI:3782978]	Gm15530
ENSMUSG00000096318	amplified spermatogenic transcripts X encoded 4A [Source:MGI Symbol;Acc:MGI:3705324]	Astx4a
ENSMUSG00000074059	F-box and WD-40 domain protein 18 [Source:MGI Symbol;Acc:MGI:3505704]	Fbxw18
ENSMUSG00000003531	DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877]	Dgcr6
ENSMUSG00000027030	serine/threonine kinase 39 [Source:MGI Symbol;Acc:MGI:1858416]	Stk39
ENSMUSG00000027079	CLP1, cleavage and polyadenylation factor I subunit [Source:MGI Symbol;Acc:MGI:2138968]	Clp1
ENSMUSG00000083183	predicted gene 15575 [Source:MGI Symbol;Acc:MGI:3783023]	Gm15575
ENSMUSG00000081444	predicted gene 15803 [Source:MGI Symbol;Acc:MGI:3801798]	Gm15803
ENSMUSG00000066072	cytochrome P450, family 4, subfamily a, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88611]	Cyp4a10
ENSMUSG00000045519	zinc finger protein 560 [Source:MGI Symbol;Acc:MGI:1915280]	Zfp560
ENSMUSG00000086175	predicted gene 15802 [Source:MGI Symbol;Acc:MGI:3801799]	Gm15802
ENSMUSG00000097417		
ENSMUSG00000053332	growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659]	Gas5
ENSMUSG00000072584	predicted gene 7489 [Source:MGI Symbol;Acc:MGI:3647008]	Gm7489
ENSMUSG00000098070		
ENSMUSG00000093990	ribosomal protein S12, pseudogene 12 [Source:MGI Symbol;Acc:MGI:3646874]	Rps12-ps12
ENSMUSG00000097729		
ENSMUSG00000086173	Kaplan integration site 2 [Source:MGI Symbol;Acc:MGI:3617487]	Kis2
ENSMUSG00000078480	mitochondrial ribosomal protein L48 pseudogene [Source:MGI Symbol;Acc:MGI:3050089]	Mrpl48-ps
ENSMUSG00000094675	amplified spermatogenic transcripts X encoded 4B [Source:MGI Symbol;Acc:MGI:3705312]	Astx4b
ENSMUSG00000090805		
ENSMUSG00000083958	predicted gene 12601 [Source:MGI Symbol;Acc:MGI:3650053]	Gm12601
ENSMUSG00000029536	glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial) [Source:MGI Symbol;Acc:MGI:1923776]	Gatc
ENSMUSG00000075070	RIKEN cDNA 4932412D23 gene [Source:MGI Symbol;Acc:MGI:1922972]	4932412D23Rik
ENSMUSG00000063727	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) [Source:MGI Symbol;Acc:MGI:109587]	Tnfrsf11b
ENSMUSG00000061654	sprouty homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345188]	Spry3
ENSMUSG00000053226	DAN domain family, member 5 [Source:MGI Symbol;Acc:MGI:1344365]	Dand5
ENSMUSG00000023903	matrix metallopeptidase 25 [Source:MGI Symbol;Acc:MGI:2443938]	Mmp25
ENSMUSG00000023073	solute carrier family 10, member 2 [Source:MGI Symbol;Acc:MGI:1201406]	Slc10a2
ENSMUSG00000092195	vomeronasal 2, receptor, pseudogene 87 [Source:MGI Symbol;Acc:MGI:3761334]	Vmn2r-ps87
ENSMUSG00000021738	ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277]	Atxn7
ENSMUSG00000083621	predicted gene 14586 [Source:MGI Symbol;Acc:MGI:3705507]	Gm14586
ENSMUSG00000038025	PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034]	Phf2
ENSMUSG00000097801		
ENSMUSG00000092376	predicted gene, 19203 [Source:MGI Symbol;Acc:MGI:5011388]	Gm19203
ENSMUSG00000083176	DNA segment, Chr 11, Boehm 181, expressed [Source:MGI Symbol;Acc:MGI:106813]	D11Bhm181e
ENSMUSG00000081843	predicted gene 7851 [Source:MGI Symbol;Acc:MGI:3648946]	Gm7851
ENSMUSG00000044405	adipogenin [Source:MGI Symbol;Acc:MGI:2675492]	Adig
ENSMUSG00000080180	predicted gene 17235 [Source:MGI Symbol;Acc:MGI:4938062]	Gm17235
ENSMUSG00000082887	predicted gene 14607 [Source:MGI Symbol;Acc:MGI:3710229]	Gm14607
ENSMUSG00000096135	ribosomal protein S12, pseudogene 18 [Source:MGI Symbol;Acc:MGI:3782928]	Rps12-ps18
ENSMUSG00000083683	predicted gene 6539 [Source:MGI Symbol;Acc:MGI:3645062]	Gm6539
ENSMUSG00000073877	predicted gene 13306 [Source:MGI Symbol;Acc:MGI:3713752]	Gm13306
ENSMUSG00000080748	predicted gene 15661 [Source:MGI Symbol;Acc:MGI:3783103]	Gm15661
ENSMUSG00000095283	amplified spermatogenic transcripts X encoded 1B [Source:MGI Symbol;Acc:MGI:3705283]	Astx1b
ENSMUSG00000066721	zinc finger protein 575 [Source:MGI Symbol;Acc:MGI:2141921]	Zfp575
ENSMUSG00000030470	cysteine and glycine-rich protein 3 [Source:MGI Symbol;Acc:MGI:1330824]	Csrp3
ENSMUSG00000079834	trimethyllysine hydroxylase, epsilon [Source:MGI Symbol;Acc:MGI:2180203]	Tmlhe
ENSMUSG00000081684	ribosomal protein S2, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3705640]	Rps2-ps13
ENSMUSG00000044452	zinc finger protein 507 [Source:MGI Symbol;Acc:MGI:1916378]	Zfp507
ENSMUSG00000097575		
ENSMUSG00000069972	ribosomal protein S13, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3704295]	Rps13-ps2
ENSMUSG00000033751	growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914947]	Gadd45gip1
ENSMUSG00000078552	doublecortin domain containing 2b [Source:MGI Symbol;Acc:MGI:2686212]	Dcdc2b
ENSMUSG00000091900	predicted gene 4353 [Source:MGI Symbol;Acc:MGI:3782538]	Gm4353
ENSMUSG00000097369		
ENSMUSG00000028597	glutathione peroxidase 7 [Source:MGI Symbol;Acc:MGI:1914555]	Gpx7
ENSMUSG00000059547	F-box and WD-40 domain protein 26 [Source:MGI Symbol;Acc:MGI:3646662]	Fbxw26
ENSMUSG00000095017	ribosomal protein S12, pseudogene 15 [Source:MGI Symbol;Acc:MGI:3645463]	Rps12-ps15
ENSMUSG00000087365	RIKEN cDNA C430049B03 gene [Source:MGI Symbol;Acc:MGI:1924903]	C430049B03Rik
ENSMUSG00000095137	ribosomal protein S12, pseudogene 17 [Source:MGI Symbol;Acc:MGI:3643968]	Rps12-ps17
ENSMUSG00000059626	reproductive homeobox 3E [Source:MGI Symbol;Acc:MGI:3770274]	Rhox3e
ENSMUSG00000097703		
ENSMUSG00000062329	cytokine-like 1 [Source:MGI Symbol;Acc:MGI:2684993]	Cytl1
ENSMUSG00000094540	amplified spermatogenic transcripts X encoded 4C [Source:MGI Symbol;Acc:MGI:3705270]	Astx4c
ENSMUSG00000068373	RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743]	D430041D05Rik
ENSMUSG00000081824	cDNA sequence BC002163 [Source:MGI Symbol;Acc:MGI:3612445]	BC002163
ENSMUSG00000097762		
ENSMUSG00000022416	calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]	Cacna1i
ENSMUSG00000083827	predicted gene 15712 [Source:MGI Symbol;Acc:MGI:3783154]	Gm15712
ENSMUSG00000081784	predicted gene 13281 [Source:MGI Symbol;Acc:MGI:3649513]	Gm13281
ENSMUSG00000096763	ribosomal protein S12, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3649140]	Rps12-ps13
ENSMUSG00000038591	collectin sub-family member 10 [Source:MGI Symbol;Acc:MGI:3606482]	Colec10
ENSMUSG00000097902		
ENSMUSG00000082570	predicted gene 15711 [Source:MGI Symbol;Acc:MGI:3783153]	Gm15711
ENSMUSG00000030663	RIKEN cDNA 1110004F10 gene [Source:MGI Symbol;Acc:MGI:1929274]	1110004F10Rik
ENSMUSG00000095008	amplified spermatogenic transcripts X encoded 1C [Source:MGI Symbol;Acc:MGI:3705323]	Astx1c
ENSMUSG00000027221	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1924219]	Chst1
ENSMUSG00000034021	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140945]	Pds5b
ENSMUSG00000081893	predicted gene 13273 [Source:MGI Symbol;Acc:MGI:3650885]	Gm13273
ENSMUSG00000040957	CDK5 and Abl enzyme substrate 1 [Source:MGI Symbol;Acc:MGI:1927065]	Cables1
ENSMUSG00000055370	predicted gene 9968 [Source:MGI Symbol;Acc:MGI:3642146]	Gm9968
ENSMUSG00000029777	glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057]	Gars
ENSMUSG00000031561	teneurin transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1345183]	Tenm3
ENSMUSG00000001403	ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]	Ube2c
ENSMUSG00000084192	predicted gene 13282 [Source:MGI Symbol;Acc:MGI:3649258]	Gm13282
ENSMUSG00000097543		
ENSMUSG00000043782	coiled-coil domain containing 64B [Source:MGI Symbol;Acc:MGI:2388267]	Ccdc64b
ENSMUSG00000082110	predicted gene 11196 [Source:MGI Symbol;Acc:MGI:3649463]	Gm11196
ENSMUSG00000085115	predicted gene 11197 [Source:MGI Symbol;Acc:MGI:3649684]	Gm11197
ENSMUSG00000053205	serine/threonine/tyrosine interaction protein [Source:MGI Symbol;Acc:MGI:1891150]	Styx
ENSMUSG00000085782	predicted gene 15624 [Source:MGI Symbol;Acc:MGI:3783068]	Gm15624
ENSMUSG00000085941	predicted gene 11201 [Source:MGI Symbol;Acc:MGI:3649951]	Gm11201
ENSMUSG00000098174		
ENSMUSG00000085499	predicted gene 15713 [Source:MGI Symbol;Acc:MGI:3783155]	Gm15713
ENSMUSG00000064293	contactin 4 [Source:MGI Symbol;Acc:MGI:1095737]	Cntn4
ENSMUSG00000071340	BET3 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3642034]	Bet3l
ENSMUSG00000022180	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]	Slc7a8
ENSMUSG00000073876	predicted gene 13305 [Source:MGI Symbol;Acc:MGI:3801997]	Gm13305
ENSMUSG00000095499	ribosomal protein S12, pseudogene 14 [Source:MGI Symbol;Acc:MGI:3646259]	Rps12-ps14
ENSMUSG00000096897	amplified spermatogenic transcripts X encoded 4D [Source:MGI Symbol;Acc:MGI:3705250]	Astx4d
ENSMUSG00000046179	E2F transcription factor 8 [Source:MGI Symbol;Acc:MGI:1922038]	E2f8
ENSMUSG00000071770	reproductive homeobox 4E [Source:MGI Symbol;Acc:MGI:3613390]	Rhox4e
ENSMUSG00000003813	RAD23a homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:105126]	Rad23a
ENSMUSG00000097488		
ENSMUSG00000080175	tropomyosin 3, related sequence 2 [Source:MGI Symbol;Acc:MGI:99710]	Tpm3-rs2
ENSMUSG00000082977	predicted gene 11911 [Source:MGI Symbol;Acc:MGI:3650144]	Gm11911
ENSMUSG00000082703	predicted gene 11907 [Source:MGI Symbol;Acc:MGI:3650140]	Gm11907
ENSMUSG00000037722	glucosamine-phosphate N-acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1858963]	Gnpnat1
ENSMUSG00000062284	predicted gene 6030 [Source:MGI Symbol;Acc:MGI:3645112]	Gm6030
ENSMUSG00000096734	predicted gene, 21836 [Source:MGI Symbol;Acc:MGI:5434000]	Gm21836
ENSMUSG00000080715	predicted gene 5406 [Source:MGI Symbol;Acc:MGI:3645119]	Gm5406
ENSMUSG00000097208		
ENSMUSG00000024479	mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]	Mal2
ENSMUSG00000086381	expressed sequence AV064505 [Source:MGI Symbol;Acc:MGI:2143259]	AV064505
ENSMUSG00000081145	predicted gene 14585 [Source:MGI Symbol;Acc:MGI:3709649]	Gm14585
ENSMUSG00000096437	ribosomal protein S12, pseudogene 16 [Source:MGI Symbol;Acc:MGI:3645883]	Rps12-ps16
ENSMUSG00000087432	predicted gene 15123 [Source:MGI Symbol;Acc:MGI:3705256]	Gm15123
ENSMUSG00000048450	homeobox, msh-like 1 [Source:MGI Symbol;Acc:MGI:97168]	Msx1
ENSMUSG00000097667		
ENSMUSG00000044997	RIKEN cDNA E130304I02 gene [Source:MGI Symbol;Acc:MGI:1925797]	E130304I02Rik
ENSMUSG00000083798	predicted gene 14584 [Source:MGI Symbol;Acc:MGI:3705780]	Gm14584
ENSMUSG00000059540	transcription elongation factor A (SII), 2 [Source:MGI Symbol;Acc:MGI:107368]	Tcea2
ENSMUSG00000086277	RIKEN cDNA 4930558K02 gene [Source:MGI Symbol;Acc:MGI:1922618]	4930558K02Rik
ENSMUSG00000081303	predicted gene 16011 [Source:MGI Symbol;Acc:MGI:3801796]	Gm16011
ENSMUSG00000095563	amplified spermatogenic transcripts X encoded 3 [Source:MGI Symbol;Acc:MGI:3705273]	Astx3
ENSMUSG00000083738	predicted gene 14592 [Source:MGI Symbol;Acc:MGI:3705794]	Gm14592
ENSMUSG00000084076	predicted gene 14600 [Source:MGI Symbol;Acc:MGI:3705546]	Gm14600
ENSMUSG00000042761	melanocortin 2 receptor accessory protein 2 [Source:MGI Symbol;Acc:MGI:3609239]	Mrap2
ENSMUSG00000031661	naked cuticle 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2135954]	Nkd1
ENSMUSG00000089630	predicted gene 6903 [Source:MGI Symbol;Acc:MGI:3779639]	Gm6903
ENSMUSG00000071763	RIKEN cDNA 4933416I08 gene [Source:MGI Symbol;Acc:MGI:1918409]	4933416I08Rik
ENSMUSG00000086237	predicted gene 15591 [Source:MGI Symbol;Acc:MGI:3783038]	Gm15591
ENSMUSG00000068745	myosin binding protein H-like [Source:MGI Symbol;Acc:MGI:1916003]	Mybphl
ENSMUSG00000097157		
ENSMUSG00000018620	matrix metallopeptidase 20 (enamelysin) [Source:MGI Symbol;Acc:MGI:1353466]	Mmp20
ENSMUSG00000021217	teashirt zinc finger family member 3 [Source:MGI Symbol;Acc:MGI:2442819]	Tshz3
ENSMUSG00000025592	dachshund 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1890446]	Dach2
ENSMUSG00000092185	predicted gene 20416 [Source:MGI Symbol;Acc:MGI:5141881]	Gm20416
ENSMUSG00000035547	calpain 5 [Source:MGI Symbol;Acc:MGI:1100859]	Capn5
ENSMUSG00000085781	predicted gene 15640 [Source:MGI Symbol;Acc:MGI:3783084]	Gm15640
ENSMUSG00000085287	RIKEN cDNA 4833418N02 gene [Source:MGI Symbol;Acc:MGI:1921847]	4833418N02Rik
ENSMUSG00000069622	predicted pseudogene 10273 [Source:MGI Symbol;Acc:MGI:3704362]	Gm10273
ENSMUSG00000040731	eukaryotic translation initiation factor 4H [Source:MGI Symbol;Acc:MGI:1341822]	Eif4h
ENSMUSG00000097071		
ENSMUSG00000083294	predicted gene 14957 [Source:MGI Symbol;Acc:MGI:3705824]	Gm14957
ENSMUSG00000074655	predicted gene 1527 [Source:MGI Symbol;Acc:MGI:2686373]	Gm1527
ENSMUSG00000081736	predicted gene 14971 [Source:MGI Symbol;Acc:MGI:3705577]	Gm14971
ENSMUSG00000085826	predicted gene 15638 [Source:MGI Symbol;Acc:MGI:3783082]	Gm15638
ENSMUSG00000083184	predicted gene 14969 [Source:MGI Symbol;Acc:MGI:3705550]	Gm14969
ENSMUSG00000074673	tubulin tyrosine ligase-like family, member 9 [Source:MGI Symbol;Acc:MGI:1913589]	Ttll9
ENSMUSG00000082611	predicted gene 7746 [Source:MGI Symbol;Acc:MGI:3648521]	Gm7746
ENSMUSG00000085998	expressed sequence AW822252 [Source:MGI Symbol;Acc:MGI:2148030]	AW822252
ENSMUSG00000030623	RIKEN cDNA 1700019G06 gene [Source:MGI Symbol;Acc:MGI:1916654]	1700019G06Rik
ENSMUSG00000098228		
ENSMUSG00000040456	RIKEN cDNA 1700054O13 gene [Source:MGI Symbol;Acc:MGI:1914584]	1700054O13Rik
ENSMUSG00000097917		
ENSMUSG00000042202	solute carrier family 35, member E2 [Source:MGI Symbol;Acc:MGI:2444240]	Slc35e2
ENSMUSG00000045952	predicted pseudogene 5548 [Source:MGI Symbol;Acc:MGI:3644344]	Gm5548
ENSMUSG00000009646	phospholipase A2, group XIIB [Source:MGI Symbol;Acc:MGI:1917086]	Pla2g12b
ENSMUSG00000017165	gastrin [Source:MGI Symbol;Acc:MGI:104768]	Gast
ENSMUSG00000074508	predicted gene 10706 [Source:MGI Symbol;Acc:MGI:3642794]	Gm10706
ENSMUSG00000083079	amylase 2b [Source:MGI Symbol;Acc:MGI:104547]	Amy2b
ENSMUSG00000082772	predicted pseudogene 381 [Source:MGI Symbol;Acc:MGI:2685227]	Gm381
ENSMUSG00000037362	nephroblastoma overexpressed gene [Source:MGI Symbol;Acc:MGI:109185]	Nov
ENSMUSG00000096947		
ENSMUSG00000081639	predicted gene 14973 [Source:MGI Symbol;Acc:MGI:3705477]	Gm14973
ENSMUSG00000094303		
ENSMUSG00000082690	predicted gene 14972 [Source:MGI Symbol;Acc:MGI:3705379]	Gm14972
ENSMUSG00000034729	mitochondrial ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1928139]	Mrps10
ENSMUSG00000089701	predicted gene 15978 [Source:MGI Symbol;Acc:MGI:3802110]	Gm15978
ENSMUSG00000096236	Protein Gm3147  [Source:UniProtKB/TrEMBL;Acc:J3QPS7]	
ENSMUSG00000082382	predicted gene 14970 [Source:MGI Symbol;Acc:MGI:3705424]	Gm14970
ENSMUSG00000081624	predicted gene 6912 [Source:MGI Symbol;Acc:MGI:3644874]	Gm6912
ENSMUSG00000097160		
ENSMUSG00000098019		
ENSMUSG00000096756		
ENSMUSG00000089755	RIKEN cDNA 0610012D04 gene [Source:MGI Symbol;Acc:MGI:1918926]	0610012D04Rik
ENSMUSG00000083250	predicted gene 5403 [Source:MGI Symbol;Acc:MGI:3644700]	Gm5403
ENSMUSG00000048994	RIKEN cDNA 4930557A04 gene [Source:MGI Symbol;Acc:MGI:1922521]	4930557A04Rik
ENSMUSG00000048164	predicted pseudogene 7204 [Source:MGI Symbol;Acc:MGI:3645884]	Gm7204
ENSMUSG00000081739	transformed mouse 3T3 cell double minute 4, pseudogene [Source:MGI Symbol;Acc:MGI:2136991]	Mdm4-ps
ENSMUSG00000095741	reproductive homeobox 2F [Source:MGI Symbol;Acc:MGI:3770275]	Rhox2f
ENSMUSG00000094741	Protein A430089I19Rik; RIKEN cDNA A430089I19 gene  [Source:UniProtKB/TrEMBL;Acc:Q8C9W1]	
ENSMUSG00000073976	RIKEN cDNA 1700026J12 gene [Source:MGI Symbol;Acc:MGI:1920505]	1700026J12Rik
ENSMUSG00000058869	predicted gene 4832 [Source:MGI Symbol;Acc:MGI:3648524]	Gm4832
ENSMUSG00000043192	predicted gene 1840 [Source:MGI Symbol;Acc:MGI:3037698]	Gm1840
ENSMUSG00000041319	THO complex 6 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2677480]	Thoc6
ENSMUSG00000074720		
ENSMUSG00000003526	proline dehydrogenase [Source:MGI Symbol;Acc:MGI:97770]	Prodh
ENSMUSG00000073367	predicted gene 10493 [Source:MGI Symbol;Acc:MGI:3644330]	Gm10493
ENSMUSG00000097121		
ENSMUSG00000082126	predicted gene 14975 [Source:MGI Symbol;Acc:MGI:3705512]	Gm14975
ENSMUSG00000093716	predicted gene, 19815 [Source:MGI Symbol;Acc:MGI:5012000]	Gm19815
ENSMUSG00000092549	predicted gene 20491 [Source:MGI Symbol;Acc:MGI:5141956]	Gm20491
ENSMUSG00000001300	ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]	Efnb2
ENSMUSG00000082616	predicted pseudogene 6025 [Source:MGI Symbol;Acc:MGI:3646091]	Gm6025
ENSMUSG00000090160	RIKEN cDNA 4930480K15 gene [Source:MGI Symbol;Acc:MGI:1926050]	4930480K15Rik
ENSMUSG00000094337	Protein Gm3286  [Source:UniProtKB/TrEMBL;Acc:E9PVT6]	
ENSMUSG00000085722	predicted gene 4916 [Source:MGI Symbol;Acc:MGI:3643896]	Gm4916
ENSMUSG00000085712	predicted gene 15124 [Source:MGI Symbol;Acc:MGI:3705261]	Gm15124
ENSMUSG00000084308	predicted gene 14593 [Source:MGI Symbol;Acc:MGI:3705445]	Gm14593
ENSMUSG00000074625	Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852]	Arhgap40
ENSMUSG00000081937	predicted gene 14599 [Source:MGI Symbol;Acc:MGI:3705841]	Gm14599
ENSMUSG00000060012	kinesin family member 13B [Source:MGI Symbol;Acc:MGI:1098265]	Kif13b
ENSMUSG00000097929		
ENSMUSG00000050079	ring finger and SPRY domain containing 1 [Source:MGI Symbol;Acc:MGI:1914860]	Rspry1
ENSMUSG00000083278	predicted gene 14589 [Source:MGI Symbol;Acc:MGI:3705493]	Gm14589
ENSMUSG00000095570		
ENSMUSG00000087425	predicted gene 15404 [Source:MGI Symbol;Acc:MGI:3705186]	Gm15404
